File_Name,Black_Hair,Blond_Hair,Brown_Hair,Gray_Hair,Straight_Hair,Wavy_Hair
081016.png,-1,-1,1,-1,-1,-1
081021.png,-1,-1,-1,-1,1,-1
081022.png,1,-1,-1,-1,-1,-1
081026.png,-1,-1,1,-1,-1,1
081032.png,-1,-1,-1,1,-1,-1
081035.png,-1,-1,1,-1,-1,-1
081038.png,-1,-1,-1,-1,1,-1
081040.png,-1,-1,-1,1,-1,-1
081043.png,1,-1,-1,-1,-1,-1
081055.png,-1,-1,-1,-1,1,-1
081058.png,-1,-1,-1,-1,1,-1
081061.png,-1,-1,-1,-1,1,-1
081062.png,1,-1,-1,-1,-1,-1
081068.png,-1,-1,1,1,-1,1
081070.png,-1,-1,1,-1,-1,-1
081071.png,1,-1,-1,-1,-1,-1
081079.png,1,-1,1,-1,1,-1
081082.png,-1,-1,-1,-1,-1,1
081092.png,1,-1,-1,-1,-1,-1
081096.png,-1,-1,1,-1,-1,-1
081097.png,-1,-1,-1,1,-1,-1
081106.png,-1,-1,1,-1,-1,-1
081107.png,1,-1,-1,-1,-1,-1
081112.png,-1,-1,1,-1,-1,-1
081113.png,-1,-1,-1,-1,1,-1
081114.png,-1,-1,-1,-1,-1,1
081116.png,-1,-1,-1,-1,1,-1
081118.png,-1,-1,1,-1,1,-1
081119.png,1,-1,-1,-1,-1,1
081120.png,-1,-1,1,-1,-1,-1
081121.png,1,-1,-1,-1,1,-1
081132.png,1,-1,-1,-1,-1,-1
081134.png,1,-1,-1,-1,-1,-1
081135.png,-1,-1,-1,-1,1,-1
081138.png,1,-1,-1,-1,1,-1
081146.png,-1,-1,1,-1,-1,1
081149.png,1,-1,-1,-1,-1,-1
081153.png,-1,-1,-1,-1,1,-1
081155.png,-1,-1,-1,-1,-1,1
081157.png,1,-1,-1,-1,-1,-1
081160.png,-1,-1,-1,1,-1,-1
081161.png,-1,-1,-1,-1,1,-1
081165.png,-1,-1,1,-1,1,1
081169.png,1,-1,-1,-1,1,-1
081171.png,1,-1,-1,-1,-1,-1
081172.png,1,-1,-1,-1,-1,-1
081178.png,-1,1,-1,1,-1,-1
081185.png,1,-1,-1,-1,1,-1
081186.png,-1,-1,-1,-1,1,-1
081192.png,-1,1,-1,-1,1,-1
081194.png,1,-1,-1,-1,-1,-1
081200.png,-1,-1,-1,-1,1,-1
081201.png,-1,-1,-1,-1,1,-1
081203.png,1,-1,-1,-1,1,-1
081219.png,-1,1,-1,-1,1,-1
081221.png,1,-1,-1,-1,1,-1
081222.png,-1,-1,1,-1,-1,1
081225.png,-1,-1,1,-1,-1,-1
081231.png,-1,-1,-1,-1,1,-1
081235.png,-1,-1,1,-1,-1,-1
081241.png,-1,-1,1,-1,-1,-1
081245.png,-1,-1,1,-1,-1,1
081246.png,1,-1,-1,-1,1,-1
081247.png,1,-1,-1,-1,1,-1
081248.png,1,-1,-1,-1,1,-1
081249.png,1,-1,-1,-1,-1,1
081253.png,-1,-1,-1,-1,1,-1
081254.png,-1,-1,1,-1,1,-1
081255.png,-1,-1,-1,-1,1,-1
081256.png,-1,-1,-1,1,-1,1
081263.png,-1,-1,-1,-1,-1,1
081267.png,1,-1,-1,-1,-1,1
081268.png,-1,-1,-1,-1,1,-1
081274.png,1,-1,-1,-1,-1,-1
081276.png,1,-1,-1,-1,-1,-1
081280.png,1,-1,-1,-1,1,-1
081282.png,-1,-1,1,-1,1,-1
081283.png,1,-1,-1,-1,-1,-1
081284.png,-1,-1,-1,-1,1,-1
081285.png,1,-1,-1,-1,1,-1
081290.png,-1,-1,-1,-1,-1,1
081293.png,-1,-1,-1,-1,-1,1
081297.png,-1,-1,1,-1,-1,1
081299.png,-1,-1,-1,1,-1,-1
081311.png,-1,-1,-1,1,-1,-1
081312.png,1,-1,-1,-1,-1,1
081314.png,1,-1,-1,-1,1,-1
081315.png,-1,-1,-1,-1,1,-1
081328.png,1,-1,-1,-1,-1,-1
081329.png,1,-1,-1,-1,-1,-1
081330.png,-1,-1,1,-1,-1,-1
081333.png,1,-1,-1,-1,1,-1
081347.png,1,-1,-1,-1,-1,-1
081348.png,-1,-1,-1,1,1,-1
081356.png,-1,-1,-1,-1,-1,1
081357.png,-1,-1,-1,-1,1,-1
081362.png,1,-1,-1,-1,1,-1
081368.png,-1,1,-1,-1,1,-1
081370.png,-1,-1,-1,1,1,-1
081372.png,1,-1,-1,-1,-1,-1
081377.png,1,-1,-1,-1,1,-1
081384.png,-1,-1,1,-1,-1,-1
081386.png,-1,-1,-1,-1,-1,1
081387.png,1,-1,-1,-1,1,-1
081393.png,-1,1,-1,-1,-1,-1
081402.png,1,-1,-1,-1,1,-1
081407.png,1,-1,-1,-1,-1,-1
081413.png,-1,-1,-1,1,-1,-1
081414.png,-1,-1,-1,1,-1,-1
081421.png,-1,-1,1,-1,-1,1
081427.png,-1,-1,-1,1,1,-1
081430.png,1,-1,-1,-1,-1,-1
081435.png,1,-1,-1,-1,-1,-1
081436.png,-1,1,-1,1,-1,-1
081440.png,-1,-1,1,-1,-1,-1
081446.png,1,-1,-1,-1,1,-1
081447.png,-1,-1,-1,-1,1,-1
081449.png,1,-1,-1,-1,-1,1
081457.png,-1,-1,-1,-1,1,-1
081467.png,-1,-1,-1,1,-1,-1
081468.png,-1,-1,1,-1,-1,-1
081474.png,1,-1,-1,-1,1,-1
081482.png,1,-1,-1,-1,-1,-1
081483.png,1,-1,-1,-1,-1,-1
081486.png,1,-1,-1,-1,-1,-1
081492.png,1,-1,-1,-1,1,-1
081493.png,1,-1,-1,-1,-1,-1
081501.png,1,-1,-1,-1,-1,-1
081502.png,1,-1,-1,-1,-1,-1
081511.png,-1,-1,1,-1,-1,-1
081512.png,1,-1,-1,-1,1,-1
081517.png,1,-1,-1,-1,1,-1
081519.png,-1,-1,1,-1,-1,-1
081520.png,-1,1,-1,-1,1,-1
081521.png,1,-1,-1,-1,1,-1
081524.png,-1,-1,-1,-1,1,-1
081525.png,-1,-1,1,-1,-1,-1
081528.png,-1,-1,1,-1,-1,-1
081536.png,1,-1,-1,-1,-1,-1
081537.png,-1,-1,-1,1,-1,1
081542.png,1,-1,-1,-1,-1,-1
081545.png,-1,-1,1,-1,-1,1
081546.png,1,-1,-1,-1,-1,-1
081547.png,-1,-1,-1,-1,-1,1
081550.png,-1,-1,-1,-1,1,-1
081551.png,1,-1,-1,-1,-1,-1
081552.png,-1,-1,1,-1,-1,-1
081559.png,-1,-1,-1,-1,1,-1
081566.png,1,-1,-1,-1,1,-1
081568.png,-1,-1,1,-1,1,-1
081571.png,1,-1,-1,-1,-1,-1
081573.png,-1,-1,1,-1,-1,-1
081575.png,1,-1,-1,-1,1,-1
081576.png,1,-1,-1,-1,-1,-1
081579.png,-1,-1,1,-1,-1,1
081580.png,-1,-1,-1,-1,1,-1
081584.png,1,-1,-1,-1,-1,1
081588.png,1,-1,-1,-1,-1,-1
081589.png,-1,-1,1,-1,-1,1
081590.png,-1,-1,-1,-1,1,-1
081592.png,-1,-1,1,-1,-1,-1
081593.png,1,-1,-1,-1,1,-1
081594.png,1,-1,-1,-1,-1,1
081602.png,-1,-1,-1,-1,-1,1
081605.png,-1,-1,1,-1,-1,1
081609.png,1,-1,-1,-1,1,-1
081613.png,1,-1,-1,-1,1,-1
081615.png,-1,-1,-1,1,-1,-1
081616.png,-1,-1,-1,-1,1,-1
081619.png,-1,-1,-1,-1,1,-1
081620.png,-1,-1,-1,1,-1,-1
081621.png,1,-1,-1,-1,-1,-1
081625.png,1,-1,-1,-1,-1,-1
081628.png,-1,-1,-1,-1,1,-1
081632.png,1,-1,-1,-1,-1,-1
081636.png,-1,-1,-1,1,-1,-1
081637.png,-1,-1,-1,1,-1,-1
081638.png,1,-1,-1,-1,1,-1
081642.png,-1,-1,-1,1,1,-1
081644.png,-1,-1,-1,-1,1,-1
081647.png,-1,-1,-1,-1,1,-1
081649.png,1,-1,-1,-1,-1,1
081660.png,-1,-1,-1,1,-1,-1
081662.png,-1,-1,1,-1,1,-1
081664.png,-1,-1,-1,1,-1,1
081665.png,-1,1,-1,-1,-1,-1
081668.png,1,-1,-1,-1,-1,-1
081669.png,-1,-1,-1,-1,1,-1
081672.png,-1,-1,-1,-1,1,-1
081678.png,-1,-1,-1,1,1,-1
081679.png,1,-1,-1,-1,-1,-1
081684.png,-1,-1,-1,-1,-1,1
081695.png,1,-1,-1,-1,1,-1
081702.png,-1,-1,-1,-1,-1,1
081707.png,-1,-1,-1,1,1,-1
081712.png,1,-1,-1,-1,-1,-1
081713.png,1,-1,-1,-1,-1,-1
081721.png,-1,-1,-1,-1,1,-1
081722.png,-1,-1,1,-1,1,-1
081727.png,-1,-1,-1,1,1,-1
081731.png,1,-1,-1,-1,-1,-1
081735.png,1,-1,-1,-1,-1,1
081736.png,1,-1,-1,-1,-1,-1
081741.png,-1,-1,-1,1,-1,-1
081751.png,1,-1,-1,-1,1,-1
081757.png,-1,-1,-1,1,-1,-1
081764.png,1,-1,-1,-1,1,-1
081768.png,-1,-1,-1,1,1,-1
081771.png,1,-1,-1,-1,-1,-1
081779.png,-1,-1,-1,-1,-1,1
081785.png,1,-1,-1,-1,1,-1
081787.png,1,-1,-1,-1,-1,1
081791.png,-1,-1,1,-1,-1,1
081798.png,-1,-1,1,-1,-1,1
081806.png,1,-1,-1,-1,-1,-1
081807.png,1,-1,-1,-1,1,-1
081813.png,-1,-1,-1,-1,-1,1
081816.png,-1,-1,-1,-1,1,-1
081817.png,-1,-1,-1,-1,-1,1
081820.png,1,-1,-1,-1,-1,-1
081830.png,-1,-1,1,-1,1,-1
081832.png,-1,-1,-1,1,-1,-1
081837.png,1,-1,-1,-1,-1,-1
081840.png,1,-1,-1,-1,-1,-1
081842.png,-1,-1,-1,1,-1,-1
081844.png,-1,-1,-1,-1,1,-1
081850.png,1,-1,-1,-1,-1,-1
081853.png,1,-1,-1,-1,1,-1
081856.png,-1,-1,-1,-1,-1,1
081861.png,1,-1,-1,-1,-1,1
081862.png,1,-1,-1,-1,1,-1
081868.png,-1,-1,1,-1,-1,-1
081869.png,1,-1,-1,-1,1,-1
081872.png,-1,-1,-1,-1,-1,1
081873.png,-1,-1,-1,-1,1,-1
081877.png,-1,1,1,-1,-1,1
081878.png,-1,-1,-1,-1,1,-1
081887.png,-1,-1,1,-1,-1,-1
081893.png,1,-1,-1,-1,-1,-1
081894.png,1,-1,-1,-1,1,-1
081900.png,1,-1,-1,-1,1,-1
081903.png,-1,-1,1,-1,-1,-1
081906.png,-1,-1,1,-1,-1,-1
081908.png,-1,-1,-1,1,-1,-1
081909.png,-1,-1,-1,-1,1,-1
081910.png,-1,-1,1,-1,1,-1
081914.png,1,-1,-1,-1,-1,-1
081917.png,1,-1,-1,-1,1,-1
081937.png,-1,-1,-1,1,-1,-1
081943.png,1,-1,-1,-1,-1,1
081946.png,1,-1,-1,-1,1,-1
081950.png,-1,1,-1,-1,-1,-1
081953.png,1,-1,-1,-1,-1,-1
081954.png,-1,-1,-1,1,-1,-1
081963.png,-1,-1,-1,-1,-1,1
081970.png,1,-1,-1,-1,1,-1
081975.png,-1,-1,-1,-1,1,-1
081977.png,1,-1,-1,-1,-1,-1
081989.png,-1,-1,-1,-1,-1,1
081990.png,-1,-1,1,-1,-1,-1
081993.png,-1,-1,-1,-1,-1,1
081999.png,-1,-1,-1,1,-1,-1
082001.png,1,-1,-1,-1,-1,-1
082006.png,-1,-1,-1,1,1,-1
082019.png,-1,-1,-1,-1,1,-1
082026.png,1,-1,-1,-1,-1,-1
082032.png,-1,-1,-1,1,-1,-1
082042.png,-1,-1,-1,-1,1,-1
082047.png,1,-1,1,-1,1,-1
082048.png,1,-1,-1,-1,-1,-1
082050.png,-1,-1,-1,-1,1,-1
082051.png,1,-1,-1,-1,-1,-1
082053.png,1,-1,-1,-1,1,-1
082056.png,1,-1,-1,-1,-1,-1
082058.png,-1,-1,1,-1,-1,-1
082066.png,1,-1,-1,-1,-1,-1
082068.png,-1,-1,-1,1,-1,-1
082074.png,-1,-1,-1,1,-1,1
082077.png,-1,-1,1,-1,-1,-1
082080.png,1,-1,-1,-1,-1,1
082082.png,1,-1,-1,-1,1,-1
082083.png,1,-1,-1,-1,1,-1
082086.png,-1,-1,-1,-1,-1,1
082087.png,-1,-1,1,-1,-1,1
082088.png,-1,-1,-1,-1,-1,1
082092.png,-1,1,-1,1,-1,-1
082101.png,-1,-1,-1,-1,1,-1
082103.png,1,-1,-1,-1,-1,-1
082107.png,-1,-1,1,-1,1,-1
082108.png,-1,-1,-1,1,-1,-1
082111.png,-1,-1,-1,-1,1,-1
082119.png,-1,-1,-1,1,-1,-1
082121.png,-1,-1,-1,-1,1,-1
082124.png,1,-1,-1,-1,-1,-1
082126.png,1,-1,-1,-1,1,-1
082127.png,1,-1,-1,-1,-1,-1
082128.png,-1,-1,-1,1,-1,-1
082132.png,-1,-1,-1,1,-1,-1
082137.png,-1,-1,1,-1,1,-1
082146.png,1,-1,-1,-1,-1,1
082151.png,1,-1,-1,-1,-1,1
082152.png,1,-1,-1,-1,-1,-1
082154.png,-1,-1,-1,-1,-1,1
082163.png,-1,-1,-1,-1,-1,1
082165.png,-1,-1,1,-1,-1,-1
082168.png,1,-1,-1,-1,1,-1
082172.png,-1,-1,-1,-1,-1,1
082174.png,1,-1,-1,-1,1,-1
082175.png,-1,-1,-1,1,-1,-1
082179.png,1,-1,-1,-1,1,-1
082183.png,-1,1,-1,-1,1,-1
082188.png,-1,-1,-1,-1,-1,1
082189.png,-1,-1,1,-1,1,-1
082191.png,-1,-1,1,-1,1,-1
082194.png,-1,-1,1,-1,-1,-1
082195.png,1,-1,-1,-1,1,-1
082198.png,-1,-1,1,-1,1,1
082199.png,-1,-1,-1,1,-1,-1
082205.png,1,-1,-1,-1,1,-1
082210.png,-1,-1,-1,-1,1,-1
082212.png,1,-1,-1,-1,1,-1
082215.png,-1,-1,-1,1,-1,-1
082216.png,1,-1,-1,-1,1,-1
082222.png,-1,-1,1,-1,-1,-1
082225.png,-1,-1,-1,-1,1,-1
082230.png,-1,-1,-1,1,1,-1
082231.png,-1,-1,-1,-1,1,-1
082233.png,-1,-1,-1,-1,1,-1
082234.png,1,-1,-1,-1,-1,-1
082235.png,1,-1,-1,-1,-1,-1
082238.png,1,-1,-1,-1,1,-1
082240.png,1,-1,-1,-1,-1,-1
082242.png,1,-1,-1,-1,-1,1
082246.png,1,-1,-1,-1,-1,-1
082249.png,-1,-1,-1,-1,-1,1
082267.png,-1,-1,-1,-1,1,-1
082272.png,-1,-1,1,-1,1,-1
082277.png,-1,-1,1,-1,-1,1
082282.png,-1,-1,1,-1,-1,-1
082290.png,-1,-1,-1,-1,1,-1
082291.png,1,-1,-1,-1,1,-1
082293.png,-1,-1,1,-1,-1,-1
082295.png,1,-1,-1,-1,-1,-1
082300.png,1,-1,-1,-1,-1,-1
082305.png,-1,-1,1,-1,-1,-1
082306.png,-1,1,-1,-1,1,-1
082308.png,-1,-1,-1,-1,-1,1
082315.png,-1,-1,-1,-1,1,-1
082317.png,-1,-1,1,-1,-1,1
082320.png,-1,-1,-1,1,-1,-1
082326.png,-1,-1,-1,-1,-1,1
082333.png,-1,-1,-1,1,-1,-1
082339.png,1,-1,-1,-1,-1,1
082347.png,-1,-1,-1,-1,1,-1
082349.png,-1,-1,1,-1,-1,1
082355.png,-1,-1,-1,1,1,-1
082356.png,1,-1,-1,-1,-1,1
082358.png,-1,1,-1,-1,-1,1
082362.png,-1,-1,1,-1,-1,-1
082366.png,-1,-1,-1,-1,1,-1
082367.png,-1,-1,1,-1,-1,-1
082371.png,-1,-1,1,-1,-1,-1
082384.png,-1,-1,1,-1,-1,-1
082387.png,1,-1,-1,-1,-1,-1
082388.png,1,-1,-1,-1,1,-1
082390.png,1,-1,-1,-1,1,-1
082398.png,1,-1,-1,-1,1,-1
082400.png,-1,-1,1,-1,-1,1
082401.png,-1,1,-1,-1,1,-1
082403.png,1,-1,-1,-1,-1,-1
082404.png,-1,-1,-1,-1,1,-1
082405.png,1,-1,-1,-1,1,-1
082408.png,-1,-1,-1,-1,-1,1
082409.png,-1,-1,-1,-1,1,-1
082413.png,-1,-1,1,-1,-1,-1
082414.png,-1,-1,-1,1,-1,-1
082415.png,-1,-1,-1,1,1,-1
082419.png,-1,-1,1,-1,-1,1
082422.png,1,-1,-1,-1,-1,-1
082426.png,1,-1,-1,-1,-1,-1
082432.png,-1,-1,1,-1,-1,1
082439.png,-1,-1,1,-1,-1,-1
082445.png,-1,-1,-1,-1,1,-1
082448.png,1,-1,-1,-1,-1,-1
082449.png,-1,-1,1,-1,1,-1
082451.png,-1,-1,1,-1,1,-1
082452.png,-1,-1,1,-1,-1,-1
082460.png,-1,-1,-1,1,-1,-1
082465.png,1,-1,-1,-1,-1,1
082466.png,-1,-1,-1,-1,1,-1
082472.png,-1,-1,1,-1,1,-1
082484.png,-1,-1,-1,-1,1,-1
082486.png,1,-1,-1,-1,-1,-1
082487.png,-1,1,-1,-1,-1,1
082490.png,1,-1,1,-1,-1,-1
082495.png,1,-1,-1,-1,-1,-1
082496.png,-1,-1,1,-1,1,1
082497.png,-1,-1,-1,-1,-1,1
082498.png,-1,-1,1,-1,1,-1
082503.png,-1,-1,1,-1,-1,-1
082517.png,-1,-1,-1,-1,1,-1
082525.png,1,-1,-1,-1,-1,-1
082526.png,-1,-1,-1,-1,-1,1
082529.png,-1,-1,-1,1,-1,1
082530.png,-1,-1,1,-1,-1,-1
082532.png,-1,-1,1,-1,-1,-1
082540.png,-1,1,-1,-1,-1,-1
082547.png,-1,-1,-1,-1,-1,1
082548.png,1,-1,-1,-1,1,-1
082552.png,1,-1,-1,-1,1,-1
082554.png,1,-1,-1,-1,1,-1
082556.png,-1,-1,-1,-1,-1,1
082559.png,-1,-1,-1,1,1,-1
082561.png,-1,-1,-1,1,-1,-1
082564.png,-1,-1,1,-1,-1,-1
082565.png,-1,-1,-1,1,-1,-1
082566.png,-1,-1,1,-1,1,-1
082567.png,1,-1,-1,-1,1,-1
082568.png,1,-1,-1,-1,-1,-1
082569.png,1,-1,-1,-1,-1,-1
082573.png,-1,-1,1,-1,-1,-1
082575.png,-1,-1,1,-1,-1,1
082578.png,-1,-1,1,-1,1,-1
082581.png,-1,-1,1,-1,-1,1
082583.png,-1,-1,-1,-1,-1,1
082587.png,-1,-1,1,-1,-1,-1
082588.png,-1,-1,-1,1,-1,-1
082591.png,-1,-1,1,-1,-1,-1
082594.png,-1,-1,-1,1,-1,-1
082601.png,-1,-1,1,-1,1,-1
082610.png,1,-1,-1,-1,-1,-1
082612.png,-1,-1,1,-1,1,-1
082613.png,1,-1,-1,-1,1,-1
082622.png,1,-1,-1,-1,-1,-1
082632.png,1,-1,-1,-1,1,-1
082637.png,-1,-1,1,-1,1,-1
082645.png,1,-1,-1,-1,1,-1
082651.png,1,-1,-1,-1,-1,-1
082654.png,1,-1,-1,-1,1,-1
082657.png,1,-1,-1,-1,-1,-1
082660.png,1,-1,-1,-1,-1,-1
082661.png,-1,-1,1,-1,1,-1
082662.png,-1,-1,1,-1,-1,1
082664.png,1,-1,-1,-1,-1,-1
082665.png,-1,-1,1,-1,1,-1
082668.png,1,-1,-1,-1,-1,-1
082672.png,-1,-1,1,-1,1,-1
082674.png,1,-1,-1,-1,-1,-1
082675.png,1,-1,-1,-1,1,-1
082677.png,-1,-1,-1,1,-1,-1
082682.png,-1,-1,1,-1,-1,-1
082683.png,1,-1,-1,-1,1,-1
082687.png,-1,-1,1,-1,-1,-1
082688.png,1,-1,-1,-1,-1,-1
082690.png,-1,-1,1,-1,-1,-1
082697.png,-1,1,-1,1,-1,-1
082707.png,-1,-1,1,-1,1,-1
082712.png,1,-1,-1,-1,-1,-1
082714.png,1,-1,-1,-1,1,-1
082716.png,-1,-1,-1,1,-1,-1
082718.png,1,-1,-1,-1,1,-1
082719.png,1,-1,-1,-1,-1,-1
082721.png,1,-1,-1,-1,-1,-1
082723.png,-1,-1,1,-1,-1,1
082727.png,-1,-1,1,-1,1,-1
082738.png,-1,-1,1,-1,-1,-1
082742.png,1,-1,-1,-1,-1,-1
082745.png,-1,-1,-1,-1,-1,1
082747.png,-1,-1,1,-1,1,-1
082748.png,-1,-1,-1,-1,1,-1
082749.png,1,-1,-1,-1,-1,-1
082752.png,-1,-1,-1,-1,1,-1
082757.png,-1,-1,1,-1,-1,-1
082759.png,1,-1,-1,-1,-1,-1
082765.png,-1,-1,1,-1,-1,-1
082767.png,1,-1,-1,-1,-1,-1
082770.png,1,-1,-1,-1,-1,1
082771.png,1,-1,1,-1,-1,-1
082772.png,1,-1,-1,-1,-1,-1
082780.png,-1,-1,1,-1,-1,1
082787.png,-1,-1,-1,-1,-1,1
082798.png,1,-1,-1,-1,-1,1
082800.png,1,-1,-1,-1,-1,1
082801.png,1,-1,-1,-1,-1,-1
082803.png,1,-1,-1,-1,-1,-1
082810.png,-1,-1,1,-1,1,-1
082814.png,1,-1,1,-1,1,-1
082818.png,-1,-1,-1,1,-1,-1
082822.png,-1,-1,-1,1,-1,-1
082824.png,-1,-1,1,-1,-1,1
082834.png,-1,-1,-1,-1,1,-1
082836.png,-1,-1,1,-1,-1,-1
082840.png,-1,-1,-1,-1,-1,1
082842.png,-1,-1,-1,-1,-1,1
082847.png,1,-1,-1,-1,-1,1
082849.png,-1,-1,1,-1,-1,1
082851.png,1,-1,-1,-1,1,-1
082852.png,-1,-1,1,-1,-1,-1
082853.png,-1,-1,-1,-1,-1,1
082860.png,1,-1,-1,-1,1,-1
082861.png,-1,-1,-1,-1,1,-1
082864.png,1,-1,-1,-1,-1,-1
082865.png,-1,-1,-1,1,-1,-1
082872.png,1,-1,-1,-1,-1,-1
082873.png,1,-1,-1,-1,1,-1
082881.png,1,-1,-1,-1,1,-1
082882.png,-1,-1,-1,1,-1,1
082889.png,-1,-1,-1,1,-1,-1
082896.png,-1,-1,1,-1,-1,-1
082897.png,1,-1,-1,-1,1,-1
082901.png,1,-1,-1,-1,-1,1
082905.png,1,-1,-1,-1,-1,-1
082906.png,-1,-1,1,-1,1,-1
082908.png,-1,-1,1,-1,-1,-1
082910.png,-1,-1,-1,1,-1,-1
082913.png,1,-1,-1,-1,-1,-1
082914.png,-1,-1,-1,-1,-1,1
082916.png,1,-1,-1,-1,1,-1
082926.png,1,-1,-1,-1,1,-1
082931.png,-1,-1,-1,-1,1,1
082937.png,1,-1,-1,-1,-1,-1
082938.png,-1,-1,-1,1,1,-1
082942.png,-1,-1,-1,1,-1,1
082943.png,1,-1,-1,-1,1,-1
082949.png,-1,-1,1,-1,1,-1
082952.png,1,-1,-1,-1,-1,1
082955.png,1,-1,-1,-1,-1,1
082956.png,1,-1,-1,-1,-1,-1
082958.png,-1,-1,1,-1,-1,-1
082966.png,1,-1,-1,-1,-1,-1
082969.png,-1,-1,1,-1,-1,-1
082971.png,1,-1,-1,-1,-1,1
082972.png,-1,-1,-1,-1,-1,1
082973.png,1,-1,-1,-1,-1,-1
082975.png,-1,-1,1,-1,1,-1
082982.png,-1,-1,-1,1,-1,-1
082983.png,1,-1,-1,-1,1,-1
082995.png,-1,-1,-1,-1,1,-1
082996.png,1,-1,-1,-1,-1,-1
082999.png,-1,1,-1,-1,-1,-1
083003.png,-1,-1,1,-1,-1,-1
083004.png,1,-1,-1,-1,-1,-1
083006.png,-1,-1,-1,1,1,-1
083018.png,1,-1,-1,-1,1,-1
083021.png,1,-1,-1,-1,-1,-1
083024.png,-1,-1,1,-1,1,1
083025.png,1,-1,-1,-1,1,-1
083026.png,1,-1,-1,-1,-1,-1
083028.png,-1,-1,-1,1,-1,1
083029.png,-1,-1,1,-1,1,-1
083032.png,-1,-1,-1,1,-1,1
083047.png,-1,-1,1,-1,-1,1
083050.png,-1,-1,-1,1,-1,1
083053.png,-1,-1,-1,-1,-1,1
083058.png,1,-1,-1,-1,-1,-1
083064.png,-1,-1,-1,-1,1,-1
083070.png,1,-1,-1,-1,-1,-1
083076.png,1,-1,-1,-1,-1,-1
083081.png,-1,-1,1,-1,-1,-1
083085.png,1,-1,-1,-1,-1,-1
083092.png,1,-1,-1,-1,1,-1
083093.png,1,-1,-1,-1,-1,1
083096.png,1,-1,-1,-1,-1,-1
083103.png,1,-1,-1,-1,1,-1
083112.png,-1,-1,-1,-1,-1,1
083116.png,1,-1,-1,-1,-1,1
083121.png,-1,-1,-1,1,-1,1
083132.png,-1,-1,-1,1,-1,-1
083137.png,1,-1,-1,-1,-1,-1
083150.png,-1,-1,1,-1,1,-1
083151.png,-1,-1,-1,1,-1,-1
083155.png,-1,-1,-1,-1,-1,1
083157.png,-1,-1,1,-1,-1,1
083159.png,-1,-1,-1,1,-1,-1
083161.png,-1,-1,1,-1,-1,-1
083163.png,-1,-1,1,-1,-1,-1
083165.png,-1,-1,-1,-1,1,-1
083174.png,-1,-1,-1,-1,1,-1
083175.png,1,-1,-1,-1,-1,-1
083176.png,-1,-1,1,-1,1,-1
083178.png,1,-1,-1,-1,-1,-1
083180.png,1,-1,-1,-1,-1,-1
083182.png,1,-1,-1,-1,1,-1
083183.png,1,-1,-1,-1,1,-1
083184.png,1,-1,-1,-1,-1,-1
083186.png,-1,-1,1,-1,1,-1
083191.png,-1,-1,1,-1,-1,1
083192.png,1,-1,-1,-1,-1,-1
083196.png,1,-1,-1,-1,1,-1
083197.png,-1,-1,1,-1,-1,1
083201.png,-1,-1,-1,-1,1,-1
083215.png,-1,-1,-1,-1,-1,1
083217.png,-1,1,-1,-1,-1,1
083221.png,-1,-1,-1,-1,1,-1
083225.png,1,-1,-1,-1,-1,-1
083227.png,1,-1,-1,-1,-1,-1
083230.png,-1,-1,1,-1,-1,-1
083239.png,-1,-1,1,-1,-1,1
083241.png,1,-1,-1,-1,-1,-1
083246.png,-1,-1,-1,-1,1,-1
083248.png,-1,-1,1,-1,-1,1
083256.png,1,-1,-1,-1,-1,-1
083265.png,-1,-1,-1,-1,1,-1
083266.png,-1,-1,-1,-1,1,-1
083271.png,-1,-1,-1,1,1,-1
083274.png,-1,-1,-1,1,-1,-1
083283.png,-1,-1,-1,1,-1,-1
083285.png,-1,-1,1,-1,-1,-1
083287.png,-1,-1,-1,-1,1,-1
083290.png,1,-1,-1,-1,-1,-1
083299.png,-1,-1,-1,-1,-1,1
083302.png,1,-1,-1,-1,1,-1
083304.png,1,-1,-1,-1,-1,-1
083309.png,1,-1,-1,-1,-1,-1
083310.png,-1,-1,1,-1,1,-1
083323.png,-1,-1,-1,-1,1,-1
083324.png,1,-1,-1,-1,-1,-1
083325.png,-1,-1,-1,-1,1,-1
083327.png,-1,-1,1,-1,-1,-1
083331.png,1,-1,-1,-1,-1,-1
083332.png,-1,1,1,-1,-1,-1
083338.png,1,-1,-1,-1,1,-1
083340.png,-1,-1,-1,-1,-1,1
083347.png,1,-1,-1,-1,-1,-1
083349.png,1,-1,-1,-1,-1,-1
083352.png,-1,-1,1,-1,-1,1
083354.png,1,-1,-1,-1,-1,-1
083358.png,1,-1,-1,-1,-1,-1
083365.png,1,-1,-1,-1,1,-1
083369.png,-1,-1,1,-1,1,1
083373.png,1,-1,-1,-1,1,-1
083384.png,1,-1,-1,-1,1,-1
083394.png,1,-1,-1,-1,-1,-1
083396.png,-1,-1,-1,-1,-1,1
083397.png,1,-1,-1,-1,-1,-1
083399.png,1,-1,-1,-1,-1,-1
083400.png,1,-1,-1,-1,-1,-1
083403.png,-1,-1,1,-1,-1,1
083412.png,1,-1,-1,-1,1,-1
083415.png,-1,-1,1,-1,1,-1
083416.png,-1,-1,1,-1,-1,-1
083418.png,-1,-1,1,-1,-1,-1
083420.png,-1,-1,-1,1,-1,-1
083423.png,-1,-1,-1,-1,-1,1
083425.png,-1,-1,1,-1,-1,-1
